policy_id,policy_aggressiveness,risk_frontier_fraction,liquidity_quantile,liquidity_shape_fraction,alpha_confidence,factor_stress_fraction,training_event_count,mean_net_pnl_bps,net_pnl_standard_error_bps,pnl_vol_bps,loss_cvar_95_bps,mean_within_event_drawdown_bps,realized_risk_bps,probability_profitable,hard_pass_all,behavior_pass_rate,risk_aversion,profile_confidence,net_pnl_lower_bound_bps,monotonic_policy_eligible,operationally_eligible,profit_eligible,realized_risk_budget_bps,within_realized_risk_budget,selected,event_id,as_of,information_cutoff,training_event_ids
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,13,6.93070401416001,0.09808511539476335,0.35365091291562156,0.0,0.36774801007291863,0.36774801007291863,1.0,False,1.0,medium,0.75,6.864546609179442,True,False,False,1.2792152916103894,True,False,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,13,3.0605026123500028,0.25056367909444266,0.9034201927439174,0.0,0.8669552229737378,0.9034201927439174,1.0,True,1.0,medium,0.75,2.8914999790293807,True,True,True,1.2792152916103894,True,True,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,13,6.365126477599613,0.17106159963054707,0.6167713687308293,0.0,0.4670298376266849,0.6167713687308293,1.0,True,0.6923076923076923,medium,0.75,6.249747181996663,True,False,False,1.2792152916103894,True,False,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,13,4.147119393205036,0.41666958820650535,1.5023235652050204,0.0,1.3679032536639433,1.5023235652050204,1.0,True,1.0,medium,0.75,3.866080026741326,True,True,True,1.2792152916103894,False,False,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,13,3.5825846757648074,0.5934009867807475,2.139537684748914,0.641235338368192,1.9687724564088223,2.139537684748914,0.9230769230769231,True,1.0,medium,0.75,3.182341792424953,True,True,True,1.2792152916103894,False,False,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,13,1.3573480737371044,0.07943622666884867,0.2864113883839139,0.0,0.418892898471865,0.418892898471865,1.0,True,1.0,low,0.5,1.3573480737371044,False,False,False,2.139537684748914,True,False,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,13,1.9083440187613432,0.14376502910479788,0.5183521840559215,0.0,0.5686793141213655,0.5686793141213655,1.0,True,1.0,low,0.5,1.9083440187613432,False,False,False,2.139537684748914,True,False,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,13,6.93070401416001,0.09808511539476335,0.35365091291562156,0.0,0.36774801007291863,0.36774801007291863,1.0,False,1.0,low,0.5,6.93070401416001,False,False,False,2.139537684748914,True,False,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,13,3.0605026123500028,0.25056367909444266,0.9034201927439174,0.0,0.8669552229737378,0.9034201927439174,1.0,True,1.0,low,0.5,3.0605026123500028,True,True,True,2.139537684748914,True,False,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,13,6.365126477599613,0.17106159963054707,0.6167713687308293,0.0,0.4670298376266849,0.6167713687308293,1.0,True,0.6923076923076923,low,0.5,6.365126477599613,True,False,False,2.139537684748914,True,False,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,13,4.147119393205036,0.41666958820650535,1.5023235652050204,0.0,1.3679032536639433,1.5023235652050204,1.0,True,1.0,low,0.5,4.147119393205036,True,True,True,2.139537684748914,True,True,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,13,3.5825846757648074,0.5934009867807475,2.139537684748914,0.641235338368192,1.9687724564088223,2.139537684748914,0.9230769230769231,True,1.0,low,0.5,3.5825846757648074,True,True,True,2.139537684748914,True,False,policy_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,14,1.3323017834939708,0.07769160758952329,0.2906953774276822,0.0,0.42922230911479453,0.42922230911479453,1.0,True,1.0,high,0.975,1.1800290307174865,True,True,True,0.515122188892517,True,True,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,14,1.8602636758043185,0.1415184678574678,0.529513620623825,0.0,0.5773724602966687,0.5773724602966687,1.0,True,1.0,high,0.975,1.5828925756563925,True,True,True,0.515122188892517,False,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,14,6.8969550815955545,0.09687773761418879,0.3624833025580772,0.0,0.37458676697082505,0.37458676697082505,1.0,False,1.0,high,0.975,6.707078204968023,True,False,False,0.515122188892517,True,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,14,2.9889369491792785,0.24276515774465668,0.9083440457266357,0.0,0.8734263827341617,0.9083440457266357,1.0,True,1.0,high,0.975,2.5131259832985666,True,True,True,0.515122188892517,False,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,14,6.322372355380606,0.1640417324846658,0.6137879600904446,0.0,0.4749581595024806,0.6137879600904446,1.0,True,0.7142857142857143,high,0.975,6.000856467749108,True,False,False,0.515122188892517,False,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,14,4.035838937630158,0.40149090951597216,1.5022414273130253,0.0,1.37777378877914,1.5022414273130253,1.0,True,1.0,high,0.975,3.2489312148586236,True,True,True,0.515122188892517,False,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,14,3.416741258724297,0.5738686583809794,2.1472199046692433,0.641235338368192,1.9792845939921189,2.1472199046692433,0.9285714285714286,True,1.0,high,0.975,2.2919793564412583,True,True,True,0.515122188892517,False,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,14,1.3323017834939708,0.07769160758952329,0.2906953774276822,0.0,0.42922230911479453,0.42922230911479453,1.0,True,1.0,medium,0.75,1.2798995904985813,True,True,True,1.2882211068920189,True,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,14,1.8602636758043185,0.1415184678574678,0.529513620623825,0.0,0.5773724602966687,0.5773724602966687,1.0,True,1.0,medium,0.75,1.764810919771003,True,True,True,1.2882211068920189,True,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,14,6.8969550815955545,0.09687773761418879,0.3624833025580772,0.0,0.37458676697082505,0.37458676697082505,1.0,False,1.0,medium,0.75,6.831612040552598,True,False,False,1.2882211068920189,True,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,14,2.9889369491792785,0.24276515774465668,0.9083440457266357,0.0,0.8734263827341617,0.9083440457266357,1.0,True,1.0,medium,0.75,2.8251943385757725,True,True,True,1.2882211068920189,True,True,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,14,6.322372355380606,0.1640417324846658,0.6137879600904446,0.0,0.4749581595024806,0.6137879600904446,1.0,True,0.7142857142857143,medium,0.75,6.211727888215291,True,False,False,1.2882211068920189,True,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,14,4.035838937630158,0.40149090951597216,1.5022414273130253,0.0,1.37777378877914,1.5022414273130253,1.0,True,1.0,medium,0.75,3.7650374343647326,True,True,True,1.2882211068920189,False,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,14,3.416741258724297,0.5738686583809794,2.1472199046692433,0.641235338368192,1.9792845939921189,2.1472199046692433,0.9285714285714286,True,1.0,medium,0.75,3.0296727306875497,True,True,True,1.2882211068920189,False,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,14,1.3323017834939708,0.07769160758952329,0.2906953774276822,0.0,0.42922230911479453,0.42922230911479453,1.0,True,1.0,low,0.5,1.3323017834939708,False,False,False,2.1472199046692433,True,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,14,1.8602636758043185,0.1415184678574678,0.529513620623825,0.0,0.5773724602966687,0.5773724602966687,1.0,True,1.0,low,0.5,1.8602636758043185,False,False,False,2.1472199046692433,True,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,14,6.8969550815955545,0.09687773761418879,0.3624833025580772,0.0,0.37458676697082505,0.37458676697082505,1.0,False,1.0,low,0.5,6.8969550815955545,False,False,False,2.1472199046692433,True,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,14,2.9889369491792785,0.24276515774465668,0.9083440457266357,0.0,0.8734263827341617,0.9083440457266357,1.0,True,1.0,low,0.5,2.9889369491792785,True,True,True,2.1472199046692433,True,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,14,6.322372355380606,0.1640417324846658,0.6137879600904446,0.0,0.4749581595024806,0.6137879600904446,1.0,True,0.7142857142857143,low,0.5,6.322372355380606,True,False,False,2.1472199046692433,True,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,14,4.035838937630158,0.40149090951597216,1.5022414273130253,0.0,1.37777378877914,1.5022414273130253,1.0,True,1.0,low,0.5,4.035838937630158,True,True,True,2.1472199046692433,True,True,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,14,3.416741258724297,0.5738686583809794,2.1472199046692433,0.641235338368192,1.9792845939921189,2.1472199046692433,0.9285714285714286,True,1.0,low,0.5,3.416741258724297,True,True,True,2.1472199046692433,True,False,policy_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,15,1.3458204366804418,0.07357949276241739,0.2849721500912317,0.0,0.42421429627689056,0.42421429627689056,1.0,True,1.0,high,0.975,1.2016072808653782,True,True,True,0.5095374506548827,True,True,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,15,1.8873585851942059,0.13450383127235196,0.5209310985189115,0.0,0.5706949204511731,0.5706949204511731,1.0,True,1.0,high,0.975,1.623735920117744,True,True,True,0.5095374506548827,False,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,15,6.916521532444177,0.09228634372442499,0.35742347232707133,0.0,0.36769899687879,0.36769899687879,1.0,False,1.0,high,0.975,6.7356436224794205,True,False,False,0.5095374506548827,True,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,15,3.0467779794134136,0.23328634125903963,0.9035141145939207,0.0,0.867980963875781,0.9035141145939207,1.0,True,1.0,high,0.975,2.5895451524605755,True,True,True,0.5095374506548827,False,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,15,6.36497106342504,0.15854457183207532,0.6140404863372133,0.0,0.47128158228547007,0.6140404863372133,1.0,True,0.7333333333333333,high,0.975,6.054229412689849,True,False,False,0.5095374506548827,False,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,15,4.131817938624952,0.38589410334882374,1.4945614356696382,0.0,1.3745662787635706,1.4945614356696382,1.0,True,1.0,high,0.975,3.37547939421488,True,True,True,0.5095374506548827,False,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,15,3.548031784418913,0.5501385349160298,2.130677383836731,0.641235338368192,1.974815118516271,2.130677383836731,0.9333333333333333,True,1.0,high,0.975,2.469780069475864,True,True,True,0.5095374506548827,False,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,15,1.3458204366804418,0.07357949276241739,0.2849721500912317,0.0,0.42421429627689056,0.42421429627689056,1.0,True,1.0,medium,0.75,1.2961918229875644,True,True,True,1.277445840056811,True,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,15,1.8873585851942059,0.13450383127235196,0.5209310985189115,0.0,0.5706949204511731,0.5706949204511731,1.0,True,1.0,medium,0.75,1.7966371296389012,True,True,True,1.277445840056811,True,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,15,6.916521532444177,0.09228634372442499,0.35742347232707133,0.0,0.36769899687879,0.36769899687879,1.0,False,1.0,medium,0.75,6.85427533951898,True,False,False,1.277445840056811,True,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,15,3.0467779794134136,0.23328634125903963,0.9035141145939207,0.0,0.867980963875781,0.9035141145939207,1.0,True,1.0,medium,0.75,2.889428733373446,True,True,True,1.277445840056811,True,True,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,15,6.36497106342504,0.15854457183207532,0.6140404863372133,0.0,0.47128158228547007,0.6140404863372133,1.0,True,0.7333333333333333,medium,0.75,6.258034374775079,True,False,False,1.277445840056811,True,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,15,4.131817938624952,0.38589410334882374,1.4945614356696382,0.0,1.3745662787635706,1.4945614356696382,1.0,True,1.0,medium,0.75,3.871536321255063,True,True,True,1.277445840056811,False,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,15,3.548031784418913,0.5501385349160298,2.130677383836731,0.641235338368192,1.974815118516271,2.130677383836731,0.9333333333333333,True,1.0,medium,0.75,3.1769689814301616,True,True,True,1.277445840056811,False,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,15,1.3458204366804418,0.07357949276241739,0.2849721500912317,0.0,0.42421429627689056,0.42421429627689056,1.0,True,1.0,low,0.5,1.3458204366804418,False,False,False,2.130677383836731,True,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,15,1.8873585851942059,0.13450383127235196,0.5209310985189115,0.0,0.5706949204511731,0.5706949204511731,1.0,True,1.0,low,0.5,1.8873585851942059,False,False,False,2.130677383836731,True,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,15,6.916521532444177,0.09228634372442499,0.35742347232707133,0.0,0.36769899687879,0.36769899687879,1.0,False,1.0,low,0.5,6.916521532444177,False,False,False,2.130677383836731,True,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,15,3.0467779794134136,0.23328634125903963,0.9035141145939207,0.0,0.867980963875781,0.9035141145939207,1.0,True,1.0,low,0.5,3.0467779794134136,True,True,True,2.130677383836731,True,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,15,6.36497106342504,0.15854457183207532,0.6140404863372133,0.0,0.47128158228547007,0.6140404863372133,1.0,True,0.7333333333333333,low,0.5,6.36497106342504,True,False,False,2.130677383836731,True,False,policy_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10|policy_event_11|policy_event_12|policy_event_13|policy_event_14|policy_event_15
