event_id,as_of,information_cutoff,risk_aversion,status,economically_viable,training_event_count,training_event_ids,selected_policy_id,fallback_policy_id,profile_confidence,net_pnl_lower_bound_bps,realized_risk_bps,realized_risk_budget_bps,policy_aggressiveness,risk_frontier_fraction,liquidity_quantile,liquidity_shape_fraction,alpha_confidence,factor_stress_fraction,selected_net_pnl_bps,fallback_net_pnl_bps,selected_within_event_drawdown_bps,fallback_within_event_drawdown_bps,selected_hard_pass,selected_behavior_pass
context_event_22,2021-10-25 16:00:00,2021-10-25 16:00:00,low,calibrated_profitable,True,21,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21,policy_0200,policy_1000,0.5,2.252278293495902,0.49376269842406134,1.9634226133091366,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.02983017013218,1.5941426264833245,0.4561495550738547,1.6844624357802866,True,True
context_event_23,2021-11-08 16:00:00,2021-11-08 16:00:00,high,calibrated_profitable,True,22,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22,policy_0050,policy_0050,0.975,1.6636361792543366,0.3988507550418302,0.47569067534348175,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.5848633411903852,1.5848633411903852,0.37964764458429245,0.37964764458429245,True,True
context_event_23,2021-11-08 16:00:00,2021-11-08 16:00:00,medium,calibrated_profitable,True,22,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22,policy_0200,policy_0500,0.75,2.181365967248419,0.4920530100899611,1.167249958058346,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.73808382425994,2.0989358414898382,0.5483327568267421,0.9092941901146169,True,True
context_event_23,2021-11-08 16:00:00,2021-11-08 16:00:00,low,calibrated_profitable,True,22,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22,policy_0200,policy_1000,0.5,2.242167015161187,0.4920530100899611,1.9356491610748614,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.73808382425994,0.8539118519174069,0.5483327568267421,1.7311418429875354,True,True
context_event_24,2021-11-22 16:00:00,2021-11-22 16:00:00,high,calibrated_profitable,True,23,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23,policy_0050,policy_0050,0.975,1.6590084966289402,0.3930268052431384,0.4701346829330522,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.8738315442808544,1.8738315442808544,0.4291707083446625,0.4291707083446625,True,True
context_event_24,2021-11-22 16:00:00,2021-11-22 16:00:00,medium,calibrated_profitable,True,23,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23,policy_0200,policy_0500,0.75,2.1603017637571864,0.4944999556002559,1.1641055821422768,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.4742983047487261,0.46594137635544114,0.6174511894514784,0.926360802051144,True,True
context_event_24,2021-11-22 16:00:00,2021-11-22 16:00:00,low,calibrated_profitable,True,23,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23,policy_0200,policy_1000,0.5,2.22025035468722,0.4944999556002559,1.9351843590414148,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.4742983047487261,-5.268750922923587,0.6174511894514784,1.7705617279704382,True,True
context_event_25,2021-12-06 16:00:00,2021-12-06 16:00:00,high,calibrated_profitable,True,24,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24,policy_0050,policy_0050,0.975,1.6680413303733383,0.38454698524021136,0.5232392745473075,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.3016347849974537,1.3016347849974537,0.4027246344459833,0.4027246344459833,True,True
context_event_25,2021-12-06 16:00:00,2021-12-06 16:00:00,medium,calibrated_profitable,True,24,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24,policy_0200,policy_0500,0.75,2.1280638763749224,0.49962292367739014,1.7714698783111724,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.9283795068431318,3.401582077638481,0.5754055866270423,0.82407192180315,True,True
context_event_25,2021-12-06 16:00:00,2021-12-06 16:00:00,low,calibrated_profitable,True,24,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24,policy_0200,policy_1000,0.5,2.189169019273116,0.49962292367739014,3.1583927713821334,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.9283795068431318,4.977616921538038,0.5754055866270423,1.7419275321480066,True,True
context_event_26,2021-12-20 16:00:00,2021-12-20 16:00:00,high,calibrated_profitable,True,25,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25,policy_0050,policy_0050,0.975,1.6479802696000283,0.39056556418805777,0.5289569245477616,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.4685005940888098,1.4685005940888098,0.3396481124745389,0.3396481124745389,True,True
context_event_26,2021-12-20 16:00:00,2021-12-20 16:00:00,medium,calibrated_profitable,True,25,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25,policy_0200,policy_0500,0.75,2.1197066279833416,0.5026542301953763,1.7744791677850955,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.343648767682147,4.302539916497454,0.4758767728931456,0.7114957653474573,True,True
context_event_26,2021-12-20 16:00:00,2021-12-20 16:00:00,low,calibrated_profitable,True,25,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25,policy_0200,policy_1000,0.5,2.178737438775917,0.5026542301953763,3.1583927713821334,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.343648767682147,7.106385127548566,0.4758767728931456,1.6865896943121812,True,True
context_event_27,2022-01-03 16:00:00,2022-01-03 16:00:00,high,calibrated_profitable,True,26,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26,policy_0050,policy_0050,0.975,1.6390737470386585,0.3881932181802656,0.526703195840359,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.3864156703866442,1.3864156703866442,0.3258767728931456,0.3258767728931456,True,True
context_event_27,2022-01-03 16:00:00,2022-01-03 16:00:00,medium,calibrated_profitable,True,26,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26,policy_0200,policy_0500,0.75,2.1282040894724528,0.5016243279914443,1.7732929947811995,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.7100312952259955,5.674768272898848,0.4383144476506466,0.72007769881244,True,True
context_event_27,2022-01-03 16:00:00,2022-01-03 16:00:00,low,calibrated_profitable,True,26,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26,policy_0200,policy_1000,0.5,2.185080182195387,0.5016243279914443,3.1583927713821334,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.7100312952259955,11.623408487575153,0.4383144476506466,1.6833689344202603,True,True
context_event_28,2022-01-17 16:00:00,2022-01-17 16:00:00,high,calibrated_profitable,True,27,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27,policy_0050,policy_0050,0.975,1.6268887467507633,0.3884322013426536,0.5269302298446276,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.6737970225690695,1.6737970225690695,0.3150854353928175,0.3150854353928175,True,True
context_event_28,2022-01-17 16:00:00,2022-01-17 16:00:00,medium,calibrated_profitable,True,27,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27,policy_0200,policy_0500,0.75,2.1482445635602008,0.4992795176084518,1.7734124863623935,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.2156753714071478,3.2093318285389056,0.4382667530896283,0.7829410457376743,True,True
context_event_28,2022-01-17 16:00:00,2022-01-17 16:00:00,low,calibrated_profitable,True,27,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27,policy_0500,policy_1000,0.5,3.0801189989561317,1.0129472416239795,3.1583927713821334,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,3.2093318285389056,3.6264542215989897,0.7829410457376743,1.6762399178532483,True,True
context_event_29,2022-01-31 16:00:00,2022-01-31 16:00:00,high,calibrated_profitable,True,28,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28,policy_0050,policy_0050,0.975,1.6284889200663404,0.38163566438193075,0.5204735197319409,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.7205137161854567,1.7205137161854567,0.26149576534745733,0.26149576534745733,True,True
context_event_29,2022-01-31 16:00:00,2022-01-31 16:00:00,medium,calibrated_profitable,True,28,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28,policy_0200,policy_0500,0.75,2.1506893751070226,0.4971004903042081,1.770014217882032,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.3830727091744093,3.7101004733436858,0.42007769881244,0.7865896943121813,True,True
context_event_29,2022-01-31 16:00:00,2022-01-31 16:00:00,low,calibrated_profitable,True,28,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28,policy_0500,policy_1000,0.5,3.084733742869802,0.9943118715485497,3.1583927713821334,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,3.7101004733436858,5.3476828790629565,0.7865896943121813,1.6160571890086157,True,True
context_event_30,2022-02-14 16:00:00,2022-02-14 16:00:00,high,calibrated_profitable,True,29,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29,policy_0050,policy_0050,0.975,1.6317085147524237,0.3748707318939243,0.5140468338683347,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,2.072810563349565,2.072810563349565,0.3402619417651064,0.3402619417651064,True,True
context_event_30,2022-02-14 16:00:00,2022-02-14 16:00:00,medium,calibrated_profitable,True,29,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29,policy_0200,policy_0500,0.75,2.1585722076950447,0.4944445319769058,1.766631751638029,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.8959083537618062,1.2431481664768722,0.5263543009481698,0.8535531773729268,True,True
context_event_30,2022-02-14 16:00:00,2022-02-14 16:00:00,low,calibrated_profitable,True,29,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29,policy_0500,policy_1000,0.5,3.106298112886143,0.9832764571170058,3.1583927713821334,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,1.2431481664768722,-2.9351365429308265,0.8535531773729268,1.6840365547490062,True,True
context_event_31,2022-02-28 16:00:00,2022-02-28 16:00:00,high,calibrated_profitable,True,30,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30,policy_0050,policy_0050,0.975,1.6449959532340672,0.3725269204436905,0.5589977610678664,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.6179430092712683,1.6179430092712683,0.38122010311016336,0.38122010311016336,True,True
context_event_31,2022-02-28 16:00:00,2022-02-28 16:00:00,medium,calibrated_profitable,True,30,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30,policy_0200,policy_0500,0.75,2.149354301888743,0.49550819094261456,2.2372353266854486,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.9643262407087532,2.7342292207350876,0.5616397394268413,0.8245189752257377,True,True
context_event_31,2022-02-28 16:00:00,2022-02-28 16:00:00,low,calibrated_profitable,True,30,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30,policy_0200,policy_1000,0.5,2.2005590822216474,0.49550819094261456,4.101943732927207,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.9643262407087532,2.877286373028898,0.5616397394268413,1.7199314975295639,True,True
context_event_32,2022-03-14 16:00:00,2022-03-14 16:00:00,high,calibrated_profitable,True,31,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31,policy_0050,policy_0050,0.975,1.643796961708332,0.3673961498070044,0.5541235289630145,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.7682180379867996,1.7682180379867996,0.39016319050491216,0.39016319050491216,True,True
context_event_32,2022-03-14 16:00:00,2022-03-14 16:00:00,medium,calibrated_profitable,True,31,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31,policy_0200,policy_0500,0.75,2.1431471901171064,0.49764146670017023,2.234669941367106,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.934267425443782,2.3196194985379477,0.5369424306129914,0.7696306852013468,True,True
context_event_32,2022-03-14 16:00:00,2022-03-14 16:00:00,low,calibrated_profitable,True,31,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31,policy_0200,policy_1000,0.5,2.192938667979296,0.49764146670017023,4.101943732927207,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.934267425443782,0.9460237806931346,0.5369424306129914,1.7341900582705447,True,True
context_event_33,2022-03-28 16:00:00,2022-03-28 16:00:00,high,calibrated_profitable,True,32,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31|context_event_32,policy_0050,policy_0050,0.975,1.647749963120758,0.36142287262476464,0.5484489156398868,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.4942637952035818,1.4942637952035818,0.35678510811987385,0.35678510811987385,True,True
context_event_33,2022-03-28 16:00:00,2022-03-28 16:00:00,medium,calibrated_profitable,True,32,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31|context_event_32,policy_0200,policy_0500,0.75,2.1363374780039726,0.49886962182244593,2.231683302775986,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.109842276516166,3.6066187678080954,0.4728851038106911,0.7372684854959533,True,True
context_event_33,2022-03-28 16:00:00,2022-03-28 16:00:00,low,calibrated_profitable,True,32,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31|context_event_32,policy_0200,policy_1000,0.5,2.184855191650061,0.49886962182244593,4.101943732927207,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.109842276516166,5.292403374181118,0.4728851038106911,1.7116191194615051,True,True
context_event_34,2022-04-11 16:00:00,2022-04-11 16:00:00,high,calibrated_profitable,True,33,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31|context_event_32|context_event_33,policy_0050,policy_0050,0.975,1.642034534781459,0.35902415037066254,0.5461701294984898,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.5095094066542196,1.5095094066542196,0.35248476762116937,0.35248476762116937,True,True
context_event_34,2022-04-11 16:00:00,2022-04-11 16:00:00,medium,calibrated_profitable,True,33,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31|context_event_32|context_event_33,policy_0200,policy_0500,0.75,2.1355325834779406,0.49808221218572607,2.230483941648935,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.9955718140345642,3.0946911469062224,0.4690730265187075,0.7978972899249955,True,True
context_event_34,2022-04-11 16:00:00,2022-04-11 16:00:00,low,calibrated_profitable,True,33,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31|context_event_32|context_event_33,policy_0200,policy_1000,0.5,2.1825820730096397,0.49808221218572607,4.101943732927207,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.9955718140345642,3.4147002779607396,0.4690730265187075,1.7136815548044892,True,True
context_event_35,2022-04-25 16:00:00,2022-04-25 16:00:00,high,calibrated_profitable,True,34,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31|context_event_32|context_event_33|context_event_34,policy_0050,policy_0050,0.975,1.637285496871518,0.35623744472644,0.5435227591364784,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.5819903066541054,1.5819903066541054,0.2660571890086158,0.2660571890086158,True,True
context_event_35,2022-04-25 16:00:00,2022-04-25 16:00:00,medium,calibrated_profitable,True,34,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31|context_event_32|context_event_33|context_event_34,policy_0200,policy_0500,0.75,2.131286544084203,0.4972290008425785,2.2290905888268235,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.246844943555366,3.666136728654233,0.41385231179633974,0.7806165620778137,True,True
context_event_35,2022-04-25 16:00:00,2022-04-25 16:00:00,low,calibrated_profitable,True,34,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31|context_event_32|context_event_33|context_event_34,policy_0200,policy_1000,0.5,2.1770817712750787,0.4972290008425785,4.101943732927207,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.246844943555366,4.853188158796282,0.41385231179633974,1.6233224775339095,True,True
context_event_36,2022-05-09 16:00:00,2022-05-09 16:00:00,high,calibrated_profitable,True,35,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31|context_event_32|context_event_33|context_event_34|context_event_35,policy_0050,policy_0050,0.975,1.6353435251372557,0.3522044721329356,0.5396914351726492,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,2.1284434778607833,2.1284434778607833,0.2638523117963397,0.2638523117963397,True,True
context_event_36,2022-05-09 16:00:00,2022-05-09 16:00:00,medium,calibrated_profitable,True,35,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21|context_event_22|context_event_23|context_event_24|context_event_25|context_event_26|context_event_27|context_event_28|context_event_29|context_event_30|context_event_31|context_event_32|context_event_33|context_event_34|context_event_35,policy_0200,policy_0500,0.75,2.1345871398531515,0.49484680972697165,2.2270741025300715,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.421067560837441,2.8001397004131867,0.44488145241490384,0.7882029457618918,True,True
